"","id","realtime_start","realtime_end","title","observation_start","observation_end","frequency","frequency_short","units","units_short","seasonal_adjustment","seasonal_adjustment_short","last_updated","popularity","group_popularity","notes"
"855","CUUR0100SETA01","2023-12-17","2023-12-17","Consumer Price Index for All Urban Consumers: New Vehicles in Northeast","1977-12-01","2023-11-01","Monthly","M","Index 1982-1984=100","Index 1982-1984=100","Not Seasonally Adjusted","NSA","2023-12-12 07:42:19-06",1,1,NA
"856","TP30A28","2023-12-17","2023-12-17","30-Year 3-5/8% Treasury Inflation-Indexed Bond, Due 4/15/2028 (DISCONTINUED)","1998-04-01","2020-07-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2020-08-03 07:02:13-05",1,2,"This series will no longer be updated. It has been replaced with DTP30A28 (https://fred.stlouisfed.org/graph/?g=uHQk) that updates on a daily basis.

Treasury Inflation-Protected Securities, or TIPS, are securities whose principal is tied to the Consumer Price Index (CPI). The principal increases with inflation and decreases with deflation. When the security matures, the U.S. Treasury pays the original or adjusted principal, whichever is greater.

Monthly average of business days calculated by Federal Reserve Bank of St. Louis. Yield to maturity on accrued principal.

Calculated from data provided by the Wall Street Journal.

Copyright, 2016, Haver Analytics. Reprinted with permission."
"857","CUUR0100SEHC","2023-12-17","2023-12-17","Consumer Price Index for All Urban Consumers: Owners' Equivalent Rent of Residences in Northeast","1982-12-01","2023-11-01","Monthly","M","Index Dec 1982=100","Index Dec 1982=100","Not Seasonally Adjusted","NSA","2023-12-12 07:42:19-06",1,1,NA
"858","CWSR0000SEHC","2023-12-17","2023-12-17","Consumer Price Index for All Urban Wage Earners and Clerical Workers: Owners' Equivalent Rent of Residences in U.S. City Average","1985-01-01","2023-11-01","Monthly","M","Index Dec 1984=100","Index Dec 1984=100","Seasonally Adjusted","SA","2023-12-12 07:41:30-06",1,1,NA
"859","CUURA103SA0L2","2023-12-17","2023-12-17","Consumer Price Index for All Urban Consumers: All Items Less Shelter in Boston-Cambridge-Newton, MA-NH (CBSA)","1976-01-01","2023-11-01","Monthly","M","Index 1982-1984=100","Index 1982-1984=100","Not Seasonally Adjusted","NSA","2023-12-12 07:41:54-06",1,1,NA
"860","CUURA423SA0L1E","2023-12-17","2023-12-17","Consumer Price Index for All Urban Consumers: All Items Less Food and Energy in Seattle-Tacoma-Bellevue WA (CBSA)","1982-01-01","2023-10-01","Monthly","M","Index 1982-1984=100","Index 1982-1984=100","Not Seasonally Adjusted","NSA","2023-11-14 07:51:18-06",1,1,NA
"861","CUURA318SAF1","2023-12-17","2023-12-17","Consumer Price Index for All Urban Consumers: Food in Houston-The Woodlands-Sugar Land, TX (CBSA)","1914-12-01","2023-10-01","Monthly","M","Index 1982-1984=100","Index 1982-1984=100","Not Seasonally Adjusted","NSA","2023-11-14 07:51:17-06",1,1,NA
"862","APU0200706111","2023-12-17","2023-12-17","Average Price: Chicken, Fresh, Whole (Cost per Pound/453.6 Grams) in the Midwest Census Region - Urban","1980-01-01","2023-11-01","Monthly","M","U.S. Dollars","U.S. $","Not Seasonally Adjusted","NSA","2023-12-12 09:04:59-06",1,1,"Whole, fresh, boiler/fryer chickens. Includes organic, non-organic as well as other descriptive claims.

Average consumer prices are calculated for household fuel, motor fuel, and food items from prices collected for the Consumer Price Index (CPI). Average prices are best used to measure the price level in a particular month, not to measure price change over time. It is more appropriate to use CPI index values for the particular item categories to measure price change.

Prices, except for electricity, are collected monthly by BLS representatives in the 75 urban areas priced for the CPI. Electricity prices are collected for the BLS for the same 75 areas on a monthly basis by the Department of Energy using mail questionnaires. All fuel prices include applicable Federal, State, and local taxes; prices for natural gas and electricity also include fuel and purchased gas adjustments.

For more information, please visit the Bureau of Labor Statistics (https://www.bls.gov/cpi/factsheets/average-prices.htm)."
"863","APUA10472610","2023-12-17","2023-12-17","Average Price: Electricity per Kilowatt-Hour in Pittsburgh, PA (CBSA)","1978-11-01","1997-12-01","Monthly","M","U.S. Dollars","U.S. $","Not Seasonally Adjusted","NSA","2019-07-29 09:33:41-05",1,1,"All electricity.

Average consumer prices are calculated for household fuel, motor fuel, and food items from prices collected for the Consumer Price Index (CPI). Average prices are best used to measure the price level in a particular month, not to measure price change over time. It is more appropriate to use CPI index values for the particular item categories to measure price change.

Prices, except for electricity, are collected monthly by BLS representatives in the 75 urban areas priced for the CPI. Electricity prices are collected for the BLS for the same 75 areas on a monthly basis by the Department of Energy using mail questionnaires. All fuel prices include applicable Federal, State, and local taxes; prices for natural gas and electricity also include fuel and purchased gas adjustments.

For more information, please visit the Bureau of Labor Statistics (https://www.bls.gov/cpi/factsheets/average-prices.htm)."
"864","CWSR0000SETB01","2023-12-17","2023-12-17","Consumer Price Index for All Urban Wage Earners and Clerical Workers: Gasoline (All Types) in U.S. City Average","1967-01-01","2023-11-01","Monthly","M","Index 1982-1984=100","Index 1982-1984=100","Seasonally Adjusted","SA","2023-12-12 07:42:23-06",1,1,NA
"865","PCU3343103343105","2023-12-17","2023-12-17","Producer Price Index by Industry: Audio and Video Equipment Manufacturing: Other Consumer Audio and Video Equipment","1980-03-01","2023-11-01","Monthly","M","Index Mar 1980=100","Index Mar 1980=100","Not Seasonally Adjusted","NSA","2023-12-13 07:55:45-06",1,1,NA
"866","CUURA210SA0E","2023-12-17","2023-12-17","Consumer Price Index for All Urban Consumers: Energy in Cleveland-Akron, OH (CMSA) (DISCONTINUED)","1978-02-01","2017-12-01","Monthly","M","Index 1982-1984=100","Index 1982-1984=100","Not Seasonally Adjusted","NSA","2018-01-12 09:13:12-06",1,1,"This series was discontinued as a result of the introduction of a new geographic area sample for the Consumer Price Index. Information on the geographic revision is available at https://www.bls.gov/cpi/additional-resources/geographic-revision-2018.htm."
"867","WPSFD49501","2023-12-17","2023-12-17","Producer Price Index by Commodity: Final Demand: Personal Consumption","2010-01-01","2023-11-01","Monthly","M","Index Jan 2010=100","Index Jan 2010=100","Seasonally Adjusted","SA","2023-12-13 07:53:28-06",1,1,NA
"868","APUS11A72511","2023-12-17","2023-12-17","Average Price: Fuel Oil #2 per Gallon (3.785 Liters) in Boston-Cambridge-Newton, MA-NH (CBSA)","1978-11-01","1997-12-01","Monthly","M","U.S. Dollars","U.S. $","Not Seasonally Adjusted","NSA","2019-07-29 09:33:19-05",1,1,"All fuel oil #2.

Average consumer prices are calculated for household fuel, motor fuel, and food items from prices collected for the Consumer Price Index (CPI). Average prices are best used to measure the price level in a particular month, not to measure price change over time. It is more appropriate to use CPI index values for the particular item categories to measure price change.

Prices, except for electricity, are collected monthly by BLS representatives in the 75 urban areas priced for the CPI. Electricity prices are collected for the BLS for the same 75 areas on a monthly basis by the Department of Energy using mail questionnaires. All fuel prices include applicable Federal, State, and local taxes; prices for natural gas and electricity also include fuel and purchased gas adjustments.

For more information, please visit the Bureau of Labor Statistics (https://www.bls.gov/cpi/factsheets/average-prices.htm)."
"869","DPCMRGM1M225SBEA","2023-12-17","2023-12-17","Prices for Personal Consumption Expenditures: Chained Price Index: Market-based PCE","1987-02-01","2023-10-01","Monthly","M","Percent Change from Preceding Period","% Chg. from Preceding Period","Seasonally Adjusted","SA","2023-11-30 07:44:35-06",1,1,"BEA Account Code: DPCMRGM
A Guide to the National Income and Product Accounts of the United States (NIPA) - (http://www.bea.gov/national/pdf/nipaguid.pdf)"
"870","WPU3912","2023-12-17","2023-12-17","Producer Price Index by Commodity: Credit Intermediation Services (Partial): Consumer Loans (Partial)","2009-06-01","2023-11-01","Monthly","M","Index Jun 2009=100","Index Jun 2009=100","Not Seasonally Adjusted","NSA","2023-12-13 07:56:42-06",1,1,NA
"871","APU0200712401","2023-12-17","2023-12-17","Average Price: Cabbage (Cost per Pound/453.6 Grams) in the Midwest Census Region - Urban","1980-01-01","1997-12-01","Monthly","M","U.S. Dollars","U.S. $","Not Seasonally Adjusted","NSA","2019-07-29 09:32:51-05",1,1,"All fresh cabbage, regardless of type. Includes organic and non-organic. Discontinued series, last published October 2012.

Average consumer prices are calculated for household fuel, motor fuel, and food items from prices collected for the Consumer Price Index (CPI). Average prices are best used to measure the price level in a particular month, not to measure price change over time. It is more appropriate to use CPI index values for the particular item categories to measure price change.

Prices, except for electricity, are collected monthly by BLS representatives in the 75 urban areas priced for the CPI. Electricity prices are collected for the BLS for the same 75 areas on a monthly basis by the Department of Energy using mail questionnaires. All fuel prices include applicable Federal, State, and local taxes; prices for natural gas and electricity also include fuel and purchased gas adjustments.

For more information, please visit the Bureau of Labor Statistics (https://www.bls.gov/cpi/factsheets/average-prices.htm)."
"872","APUS49F7471A","2023-12-17","2023-12-17","Average Price: Gasoline, All Types (Cost per Gallon/3.785 Liters) in Urban Hawaii (CBSA)","1978-01-01","2023-11-01","Monthly","M","U.S. Dollars","U.S. $","Not Seasonally Adjusted","NSA","2023-12-12 09:04:29-06",1,1,"All unleaded gasoline, all grades.

Average consumer prices are calculated for household fuel, motor fuel, and food items from prices collected for the Consumer Price Index (CPI). Average prices are best used to measure the price level in a particular month, not to measure price change over time. It is more appropriate to use CPI index values for the particular item categories to measure price change.

Prices, except for electricity, are collected monthly by BLS representatives in the 75 urban areas priced for the CPI. Electricity prices are collected for the BLS for the same 75 areas on a monthly basis by the Department of Energy using mail questionnaires. All fuel prices include applicable Federal, State, and local taxes; prices for natural gas and electricity also include fuel and purchased gas adjustments.

For more information, please visit the Bureau of Labor Statistics (https://www.bls.gov/cpi/factsheets/average-prices.htm)."
